AssessmentIndDefinition.Name,AssessmentIndDefinitionId,ExternalId__c,AssessmentTaskDefinitionId,DisplayOrder
"A registrant who provides assistance with the safekeeping of money and other personal property must not hold or keep, for any resident, money in an amount totalling more than $300.",0eubZ00000001JvQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
Registrant who provides assistance with the safekeeping of money and other personal property must keep for each resident a record that includes all of the following:a current accounting of the money and a current inventory of the personal property held.,0eubZ00000001JwQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"Registrant- safekeeping money & personal prop must keep a record of the amount of money & personal prop the registrant gave to or rec'd from the resident,contact person or personal rep & the date given or rec'd with amounts given or rec'd when res ended.",0eubZ00000001JxQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"A registrant who provides assistance with the safekeeping of money and other personal property must do all of the following:on request of a resident, give to the resident a copy of the record referred to in paragraph .a.",0eubZ00000001JyQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"Registrant who provides assistance with the safekeeping of money & other personal property must if the resident consents, give to the resident's contact person or personal representative, if any, a copy of the record referred to in paragraph .a.",0eubZ00000001JzQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
A registrant who provides assistance with the safekeeping of money and other personal property is not required to calculate or pay interest on money held for residents.,0eubZ00000001K0QAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatmodifies the meals, fluids or snacks described in a menu plan.",0eubZ00000001K1QAI,Assisted Living Services MH Compliance,0Z4bZ00000000C1SAI,
"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatis or is part of a treatment plan for the resident's medical condition.",0eubZ00000001K2QAI,Assisted Living Services MH Compliance,0Z4bZ00000000C1SAI,
"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatcontrols the intake of particular foods or nutrients.",0eubZ00000001K3QAI,Assisted Living Services MH Compliance,0Z4bZ00000000C1SAI,
"If a resident requires a therapeutic diet, registrant must ensure a individual dietary plan is developed, in consultation with a med practitioner, nurse practitioner or dietitian, that gives instructions on how meals, fluids or snacks are to be modified.",0eubZ00000001K4QAI,Health and Safety MH Compliance,0Z4bZ00000000BtSAI,
"If a resident requires a therapeutic diet, the registrant must ensure thatthe therapeutic diet is provided in accordance with the individual dietary plan.",0eubZ00000001K5QAI,Health and Safety MH Compliance,0Z4bZ00000000BtSAI,
A registrant who provides assistance with managing therapeutic diets must support a resident to adhere to the resident's therapeutic diet.,0eubZ00000001K6QAI,Health and Safety MH Compliance,0Z4bZ00000000BtSAI,
"In paragraph (e) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with behavior management"" includes supporting a resident to reduce & manage occurrences of behaviors that negatively affect the resident's H&S or quality of life.",0eubZ00000001K7QAI,Assisted Living Services MH Compliance,0Z4bZ00000000C1SAI,
"Registrant who provides to a resident assistance with behavior management must, in consultation with an appropriate hlth professional who has assessed the resident's needs & capabilities, develop a behavior management plan &revised as appropriate.",0eubZ00000001K8QAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
A registrant who provides assistance with behaviour management must support a resident to adhere to the resident's behaviour management plan.,0eubZ00000001K9QAI,Health and Safety MH Compliance,0Z4bZ00000000BtSAI,
"In par (f) of the def of ""AL services"" in s.1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs  to promote basic living skills including communication, interpersonal & planning.",0eubZ00000001KAQAY,Assisted Living Services MH Compliance,0Z4bZ00000000C1SAI,
"In paragraph (f) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with psychosocial supports"" includes providing to a resident, or assisting a resident to participate in, programs designed to promotewellness management.",0eubZ00000001KBQAY,Assisted Living Services MH Compliance,0Z4bZ00000000C1SAI,
"In paragraph (f) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs designed to promote community integration and engagement.",0eubZ00000001KCQAY,Assisted Living Services MH Compliance,0Z4bZ00000000C1SAI,
A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing the nature and scope of the programs to be provided.,0eubZ00000001KDQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing how the objectives described in subsection .1.,0eubZ00000001KEQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
A registrant who provides assistance with psychosocial supports must do all of the following:make a policyidentifying which programs must be delivered by health professionals.,0eubZ00000001KFQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate to resident needs and personal goals.,0eubZ00000001KGQAY,Residents' Rights MH Compliance,0Z4bZ00000000BzSAI,
A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate given resident readiness to participate.,0eubZ00000001KHQAY,Residents' Rights MH Compliance,0Z4bZ00000000BzSAI,
A registrant who provides assistance with psychosocial supports must do all of the following:post or otherwise provide to residents a calendar of the programs.,0eubZ00000001KIQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
All plans and policies that must be made under this regulation are made in writing.,0eubZ00000001KJQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
All plans and policies that must be made under this regulation are implementated.,0eubZ00000001KKQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
All plans and policies that must be made under this regulation are available to employees having relevant duties and responsibilities.,0eubZ00000001KLQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"all plans, policies that made under this reg are available residents, on request of a resident, the resident's contact person and personal rep., except the employee plan made under section 21 [employee plan]& a plan made in respect of a specific resident",0eubZ00000001KMQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
A registrant must monitor and review regularly all operations of the assisted living residence to ensure compliance with the Act and this regulation.,0eubZ00000001KNQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"For the purposes of carrying out a duty under this Act, a registrant may do both of the following:seek the consent, in writing, of a prospective resident or a resident to the collection and disclosure of personal information",0eubZ00000001KOQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"For the purposes of carrying out a duty under this Act, a registrant (if consent under paragraph (a) is granted), request a health authority to disclose to the registrant personal information respecting the prospective resident or resident.",0eubZ00000001KPQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
A registrant must not permit an employee to access the records and personal information of a resident except as necessary for the performance of the employee's duties.,0eubZ00000001KQQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
A registrant must keep a record for each resident that includes the resident's name and the date on which the person's residency started.,0eubZ00000001KRQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"A registrant must keep a record for each resident that includes the resident's original, signed residency agreement and any renewals and changes made to the agreement.",0eubZ00000001KSQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"A registrant must keep a record for each resident that includes the name and current contact information of the resident's contact person and personal representative, if any.",0eubZ00000001KTQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
A registrant must keep a record for each resident that includes a current copy of the resident's signed personal service plan and transition plan.,0eubZ00000001KUQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"A registrant must keep a record for each resident that includes records made in respect of the resident under S 43 (3) (b) [resident concerns and complaints], 51 (2) (c) [reportable incidents] and 67 (2) (c) [administering medication], if any.",0eubZ00000001KVQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"A registrant must keep a record for each resident that includes a record of accidents, illnesses or medication errors, if any, involving the resident that do not require medical attention and are not reportable incidents.",0eubZ00000001KWQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"A registrant must keep the following records: or each employee, the employee's name and the date on which the employee's employment began.",0eubZ00000001KXQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"A registrant must keep the following records: or each employee, the employee's job title and a notation of whether the employee is staff, a contractor or a volunteer.",0eubZ00000001KYQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"A registrant must keep the following records: or each employee,a copy of the records required under S 22 (1) [character and skill requirements] and, if applicable, 23 (1) [additional requirements for Supportive Recovery class].",0eubZ00000001KZQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
A registrant must keep records made or obtained for the purpose of ensuring compliance with S 22 (3) and 24 (2) [continuing obligations].,0eubZ00000001KaQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"Subject to subsections (2) to (4), a registrant must keep all records referred to in this regulation for at least one year.",0eubZ00000001KbQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
A registrant must keep a record referred to in S 76 [resident records] for at least 2 years from the date the residency of the resident who is the subject of the record ends.,0eubZ00000001KcQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
 A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: 5 years from the date on which the form was signed.,0eubZ00000001KdQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: the date on which the employment of the employee who is the subject of the form ends.,0eubZ00000001KeQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
A registrant must keep all records required under S 77 [employee records] for the entire time that the subject of the records is an employee.,0eubZ00000001KfQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
A registrant must make all records referred to in this regulation available to the registrar on request of the registrar and within the period requested.,0eubZ00000001KgQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
A residency agreement must include all of the following:the names of the registrant and the resident.,0eubZ00000001KhQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"A residency agreement must include all of the following:the name and contact information of the manager, if the registrant is not the manager.",0eubZ00000001KiQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"A residency agreement must include all of the following:the names and contact information of the resident's contact person and personal representative, if any.",0eubZ00000001KjQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"A residency agreement must include all of the following:the purposes for which the registrant may contact the resident's contact person and personal representative, if any.",0eubZ00000001KkQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
A residency agreement must include both of the following:the date on which the residency agreement is made.,0eubZ00000001KlQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
A residency agreement must include both of the following:the date on which the resident is to start residing in the assisted living residence.,0eubZ00000001KmQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
The following must be described in a residency agreement:the registrant's duties and responsibilities.,0eubZ00000001KnQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"The following must be described in a residency agreement:the hospitality services and assisted living services provided by the registrant, including dietary accommodations, if any.",0eubZ00000001KoQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"The following must be described in a residency agreement:the general level and type of training, experience, skills and other qualifications of the employees who provide assisted living services.",0eubZ00000001KpQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
The following must be described in a residency agreement:the rules of the assisted living residence.,0eubZ00000001KqQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
The following must be described in a residency agreement:any electronic surveillance or tracking used at the assisted living residence.,0eubZ00000001KrQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
The following must be described in a residency agreement:the rights of residents as those rights relate to residing in the assisted living residence.,0eubZ00000001KsQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
The following must be described in a residency agreement:the resident's responsibilities.,0eubZ00000001KtQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"The following must be described in a residency agreement:whether any persons residing in the assisted living residence are not residents and, if so, whether those persons will have access to the common areas of the assisted living residence.",0eubZ00000001KuQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
The following must be described in a residency agreement:the circumstances under which the resident may no longer reside in the assisted living residence and the criteria that will guide a decision to end the resident's residency.,0eubZ00000001KvQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
A residency agreement must include an itemized list of all fees payable by the resident for residency.,0eubZ00000001KwQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
A residency agreement must include a description of the circumstances under which the fees may change.,0eubZ00000001KxQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
A residency agreement must include a statement of when residency fees are due.,0eubZ00000001KyQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
A residency agreement must include a description of all optional services and the fees for each of them.,0eubZ00000001KzQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
A residency agreement must include  the terms and conditions for the payment and refund of fees.,0eubZ00000001L0QAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
A residency agreement must include a statement of the amount of any security or damage deposit paid or payable.,0eubZ00000001L1QAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
A residency agreement must describe the circumstances in which the residency agreement may be changed.,0eubZ00000001L2QAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"A residency agreement must describe the procedures to be used to change the residency agreement, including respecting the giving of advance notice of proposed changes.",0eubZ00000001L3QAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"A residency agreement must describe the changes, if any, that the registrant may make to the residency agreement without the consent of the resident.",0eubZ00000001L4QAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"A personal service plan must identify, and describe the nature and scope of, the hospitality services and assisted living services to be provided to a resident, taking into consideration the resident's needs, capabilities and preferences.",0eubZ00000001L9QAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
A personal service plan must not include a hospitality service or an assisted living service that has not been approved by the resident under S 33 (3) (b) [personal service plan] of the regulation.,0eubZ00000001LAQAY,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"If a resident requires a therapeutic diet, the resident's personal service plan must include an individual dietary plan.",0eubZ00000001LBQAY,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"If a resident is receiving assistance with behaviour management, the resident's personal service plan must include a behaviour management plan.",0eubZ00000001LCQAY,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"If a resident is receiving assistance with managing meds, the resident's PSP must describe the supports, if any, the resident needs to administer the meds safely, taking into consideration that resident's needs and capabilities.",0eubZ00000001LDQAY,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"If a resident is receiving dietary accommodations to meet the resident's nutritional needs, including food allergies or intolerances and cultural, spiritual or personal preferences, the resident's PSP must describe those accommodations.",0eubZ00000001LEQAY,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"A registrant who operates an assisted living residence to which this section applies must ensure that units for each class, and for residents and non-residents, are located in separate and distinct locations on the premises.",0eubZ00000001FZQAY,Housing SN Application,0Z4bZ00000000BKSAY,
"A registrant must not have more units, or house more residents, than is permitted under the registrant’s registration.",0eubZ00000001FbQAI,Housing SN Application,0Z4bZ00000000BKSAY,
A registrant must not house more residents in a unit than is consistent with protecting the health and safety of each resident.,0eubZ00000001FcQAI,Housing SN Application,0Z4bZ00000000BKSAY,
"A registrant must ensure that the assisted living residence is in a state of good repair and is safe, clean and free of hazards.",0eubZ00000001FdQAI,Housing SN Application,0Z4bZ00000000BKSAY,
A registrant must ensure that the assisted living residence  is maintained at a safe and comfortable temperature for residents.,0eubZ00000001FeQAI,Housing SN Application,0Z4bZ00000000BKSAY,
A registrant must ensure that the assisted living residence is well-ventilated and has sufficient lighting in units and common areas.,0eubZ00000001FfQAI,Housing SN Application,0Z4bZ00000000BKSAY,
A registrant must ensure that the assisted living residence  has sufficient social and recreational space for residents.,0eubZ00000001FgQAI,Housing SN Application,0Z4bZ00000000BKSAY,
"A registrant must ensure that residents requiring mobility aids may access, in a manner appropriate to each resident, all areas intended for use by residents.",0eubZ00000001FhQAI,Housing SN Application,0Z4bZ00000000BKSAY,
A registrant must ensure  with respect to the assisted living residence that the premises conforms to all enactments relevant to building alterations or occupancy limits.,0eubZ00000001FiQAI,Housing SN Application,0Z4bZ00000000BKSAY,
A registrant must ensure the following with respect to the assisted living residence that each unit is or includes a bedroom that has both a door and a window.,0eubZ00000001FjQAI,Housing SN Application,0Z4bZ00000000BKSAY,
A registrant must ensure that furniture and equipment provided in common areas and units meet resident needs and capabilities.,0eubZ00000001FkQAI,Housing SN Application,0Z4bZ00000000BKSAY,
A registrant must ensure that furniture and equipment provided in common areas and units are compatible with the health and safety of residents.,0eubZ00000001FlQAI,Housing SN Application,0Z4bZ00000000BKSAY,
A registrant must ensure that furniture and equipment provided in common areas and units are in a state of good repair.,0eubZ00000001FmQAI,Housing SN Application,0Z4bZ00000000BKSAY,
"Registrant MH or SN class must provide, in each resident's unit, a lockable device for the resident to securely store money and personal property.",0eubZ00000001FnQAI,Housing SN Application,0Z4bZ00000000BKSAY,
"Registrant MH or SN class must provide, in each resident's unit, a lockable device for resident’s use to securely store money and personal property & permit furniture/equip and personal property unless it would jeopardize the H&S of others.",0eubZ00000001FoQAI,Housing SN Application,0Z4bZ00000000BKSAY,
A registrant must ensure that the assisted living residence is secured in a manner that protects residents from entry by unauthorized persons.,0eubZ00000001FpQAI,Housing SN Application,0Z4bZ00000000BKSAY,
"A registrant must ensure that units are accessible in an emergency, including that locked units may be unlocked from the outside.",0eubZ00000001FqQAI,Housing SN Application,0Z4bZ00000000BKSAY,
A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may lock their own units.,0eubZ00000001FrQAI,Housing SN Application,0Z4bZ00000000BKSAY,
"A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may lock their own units that, subject to subsection (2), residents may control access to their own units.",0eubZ00000001FsQAI,Housing SN Application,0Z4bZ00000000BKSAY,
A registrant must ensure that emergency exits and egress windows are not obstructed or secured in a manner that may hinder exit in an emergency.,0eubZ00000001FtQAI,Emergency Preparedness SN Application,0Z4bZ00000000BLSAY,
"Subject to subsections (2) and (3), a registrant must not employ a person in an assisted living residence unless the registrant or manager, has first obtained a criminal record check for the person.",0eubZ00000001FzQAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
"Subject to subsections (2) and (3), a registrant must not employ a person in an assisted living residence unless the registrant or manager, has first obtained a record of the person's work history.",0eubZ00000001G0QAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
"Subject to subsections (2) & (3), a registrant must not employ a person in an AL residence unless the registrant or manager, has first obtained copies of any diplomas, certificates or other evidence of training, experience, skills, & other qualifications.",0eubZ00000001G1QAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
"Subject to subsections (2) & (3), must not employ a person in an AL residence unless the registrant or manager, has first obtained copies of diplomas, certificates or other evidence of the person's training, experience, skills, & other qualifications.",0eubZ00000001G2QAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
"Subject to subsections (2) and (3), a registrant must not employ a person in an assisted living residence unless the registrant or manager, is satisfied that the person is of good character.",0eubZ00000001G3QAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
"Subject to subsections (2) and (3), registrant must not employ a person in an AL residence unless the registrant or manager, is satisfied that the person has the personality, ability and temperament necessary to provide services to residents",0eubZ00000001G4QAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
"Subject to subsections (2) & (3), must not employ a person in an AL Res unless the registrant or manager is satisfied the person has the training, experience ,qualifications & demonstrates skills, necessary to the assigned duties & responsibilities.",0eubZ00000001G5QAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
"A registrant must make an emergency response plan that describes the procedures to be followed to prepare for, mitigate, respond to and recover from an emergency at the assisted living residence",0eubZ00000001GRQAY,Emergency Preparedness SN Application,0Z4bZ00000000BLSAY,
"Registrant must ensure all employees, other than a volunteer to whom section 22 (2) [character and skill requirements] applies, are trained in the implementation of the emergency response plan, including in the use of equipment referred to in the plan.",0eubZ00000001GXQAY,Emergency Preparedness SN Application,0Z4bZ00000000BLSAY,
A registrant must display prominently throughout the assisted living residence evacuation procedures and a diagram of the location of emergency exits.,0eubZ00000001GYQAY,Emergency Preparedness SN Application,0Z4bZ00000000BLSAY,
A registrant must ensure that the assisted living residence has emergency exits and egress windows that are appropriate to resident needs and capabilities.,0eubZ00000001GZQAY,Emergency Preparedness SN Application,0Z4bZ00000000BLSAY,
A registrant must ensure that reliable communication equipment is accessible to all employees during an emergency.,0eubZ00000001GaQAI,Emergency Preparedness SN Application,0Z4bZ00000000BLSAY,
"A registrant must ensure that fire protection equipment is inspected, tested and maintained, in accordance with the recommendations, if any, of the manufacture.",0eubZ00000001GbQAI,Emergency Preparedness SN Application,0Z4bZ00000000BLSAY,
"A registrant must ensure that fire protection equipment is inspected, tested and maintained  at least annually.",0eubZ00000001GcQAI,Emergency Preparedness SN Application,0Z4bZ00000000BLSAY,
"A registrant must ensure that other emergency equipment is inspected, tested and maintained in accordance with the recommendations, if any, of the manufacturer.",0eubZ00000001GdQAI,Emergency Preparedness SN Application,0Z4bZ00000000BLSAY,
"A registrant must ensure that, at all times, an employee who holds a valid first aid and CPR certificate, provided on completing a course that meets the requirements of Schedule B, is readily accessible to residents.",0eubZ00000001GfQAI,Employees/Staff SN Application,0Z4bZ00000000BMSAY,
A registrant must have first aid supplies readily accessible to all employees.,0eubZ00000001GgQAI,Emergency Preparedness SN Application,0Z4bZ00000000BLSAY,
A registrant must make a plan describing the procedures to be followed to prevent and respond to opioid overdoses by residents.,0eubZ00000001GjQAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
"Without limiting section 27 [first aid], a registrant must ensure all of the following: that naloxone and related supplies are readily accessible to all employees and residents.",0eubZ00000001GkQAI,Emergency Preparedness SN Application,0Z4bZ00000000BLSAY,
"Without limiting section 27 [first aid], a registrant must ensure all of the following: that all employees are trained in how to administer naloxone.",0eubZ00000001GlQAI,Employees/Staff SN Application,0Z4bZ00000000BMSAY,
 A registrant must display in a prominent place in the assisted living residence a statement of the rights of residents.,0eubZ00000001HRQAY,Residents' Rights SN Application,0Z4bZ00000000BPSAY,
A registrant must not use electronic surveillance in a unit or washroom.,0eubZ00000001HdQAI,Residents' Rights SN Application,0Z4bZ00000000BPSAY,
A registrant must display in a prominent place in the assisted living residence the information described in section 31 (3) (b) [residency agreement] respecting complaints to the registrar.,0eubZ00000001HsQAI,Residents' Rights SN Application,0Z4bZ00000000BPSAY,
"If residency ends unexpectedly ,i.e. resident abandons the AL residence or required to leave under the terms of the res agreement, a registrant must unless not practicable provide a personal naloxone kit if  person is at risk of experiencing an opioid OD",0eubZ00000001IMQAY,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
A registrant must make a plan describing the procedures to be followed topromote general health and hygiene amongst residents.,0eubZ00000001IOQAY,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
A registrant must make a plan describing the procedures to be followed toprevent the spread of infectious disease in the assisted living residence.,0eubZ00000001IPQAY,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
"A registrant must ensure that food and fluids provided by the registrant to residents are prepared, stored, served and handled safely.",0eubZ00000001IZQAY,Health and Safety SN Application,0Z4bZ00000000BJSAY,
"A registrant must ensure that at least one employee who holds a current FOODSAFE certificate is present at the assisted living residence while food is prepared, served and handled.",0eubZ00000001IaQAI,Health and Safety SN Application,0Z4bZ00000000BJSAY,
Nothing in subsection (2) or (3) prevents residents from preparing their own food or fluids.,0eubZ00000001IbQAI,Residents' Rights SN Application,0Z4bZ00000000BPSAY,
"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:the registrar, in the form and manner required by the registrar.",0eubZ00000001IgQAI,Health and Safety SN Application,0Z4bZ00000000BJSAY,
A registrant must do all of the following if this section applies:make a record of the reportable incident and of the actions taken under paragraph .a.,0eubZ00000001IjQAI,Administrative and Other Matters SN Application,0Z4bZ00000000BNSAY,
A registrant must ensure that hospitality services are provided to residents in a manner thatpromotes resident independence.,0eubZ00000001IoQAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
A registrant must ensure that hospitality services are provided to residents in a manner thatdoes not jeopardize the health or safety of residents.,0eubZ00000001IpQAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
"A registrant must ensure that a menu plan is developed thatdescribes the meals, fluids and snacks for each day over at least a 4 week cycle.",0eubZ00000001IrQAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
A registrant must ensure that a menu plan is developed thatis consistent with the recommendations set out in Canada's Food Guide.,0eubZ00000001IsQAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
"A registrant must ensure that a menu plan is developed thatprovides for a variety of foods and fluids, taking into consideration the nutritional needs and cultural, spiritual and personal preferences of residents.",0eubZ00000001ItQAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
"If a food or fluid is substituted for a food or fluid described in a daily menu, a registrant must ensure thatresidents are informed of the substitution.",0eubZ00000001IyQAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
"A registrant must ensure that all meals, fluids and snacks provided to residentsare palatable and safe for residents, taking into consideration residents' needs and capabilities.",0eubZ00000001J0QAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
"A registrant must ensure that all meals, fluids and snacks provided to residentsare provided in sufficient portions to meet residents' needs and ensure adequate hydration.",0eubZ00000001J1QAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
"Nothing in subsection (1) prevents residents from preparing their own meals, fluids or snacks.",0eubZ00000001J2QAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
A registrant must post or otherwise provide to residents the daily menu and meal times.,0eubZ00000001J3QAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
"A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may access meal services, including byassisting residents to attend the dining room.",0eubZ00000001J4QAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
"A registrant who operates an AL residence of the SN & Persons with Disabilities class must ensure that residents may access meal services, including by providing meals in units for residents temporarily confined, due to medical reasons, to their units.",0eubZ00000001J5QAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
"A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may access meal services, including byproviding dishes, cups and cutlery appropriate to residents' needs and capabilities.",0eubZ00000001J6QAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
"A registrant must provide housekeeping services thatinclude, at the least, sufficient cleaning of the premises, including regular cleaning of hard surfaces, to prevent disease and ensure a safe, clean and sanitary environment.",0eubZ00000001J7QAI,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
A registrant must provide linens to residents who require them.,0eubZ00000001JAQAY,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
"A registrant must ensure that linens are clean, dry and in good condition, and are launderedat least weekly.",0eubZ00000001JBQAY,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
"A registrant must ensure that linens are clean, dry and in good condition, and are launderedmore often as needed to maintain resident health and meet resident needs.",0eubZ00000001JCQAY,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
A registrant must provide to residents either personal laundry service or laundry equipment for resident use.,0eubZ00000001JDQAY,Hospitality Service SN Application,0Z4bZ00000000BQSAY,
