Category__c,DataType,Description,Id,Name,ExternalId__c
Planning and Support Agreements,String,"On accepting a person as a resident, registrant must ensure a short-term service plan is developed for the resident, with sufficient information to guide employees in protecting & promoting the resident's H&S until a personal service plan is developed.",0eubZ00000001H3QAI,"On accepting a person as a resident, registrant must ensure a short-term service plan is developed for the resident, with sufficient information to guide employees in protecting & promoting the resident's H&S until a personal service plan is developed.",S 32.1 
Planning and Support Agreements,String,"A registrant must ensure that a personal service plan is developed for a resident that includes all of the applicable content set out in Schedule D,",0eubZ00000001H4QAI,"A registrant must ensure that a personal service plan is developed for a resident that includes all of the applicable content set out in Schedule D,",S 33.1.a 
Planning and Support Agreements,String,Registrant must ensure that a personal service plan is developed for a resident that provides sufficient detail to enable employees to understand their duties & responsibilities in achieving the objectives of protecting and promoting the resident's H&S.,0eubZ00000001H5QAI,Registrant must ensure that a personal service plan is developed for a resident that provides sufficient detail to enable employees to understand their duties & responsibilities in achieving the objectives of protecting and promoting the resident's H&S.,S 33.1.b.i 
Planning and Support Agreements,String,A registrant must ensure that a personal service plan is developed for a resident that provides sufficient detail to enable employees to understand their duties and responsibilities in achieving the objectives of meeting the resident's needs.,0eubZ00000001H6QAI,A registrant must ensure that a personal service plan is developed for a resident that provides sufficient detail to enable employees to understand their duties and responsibilities in achieving the objectives of meeting the resident's needs.,S 33.1.b.ii 
Planning and Support Agreements,String,"Registrant must ensure that a personal service plan is developed for a resident that provides sufficient detail for employees to understand their duties & responsibilities to meet the objectives of achieving the resident's personal goals, if applicable.",0eubZ00000001H7QAI,"Registrant must ensure that a personal service plan is developed for a resident that provides sufficient detail for employees to understand their duties & responsibilities to meet the objectives of achieving the resident's personal goals, if applicable.",S 33.1.b.iii 
Planning and Support Agreements,String,"A registrant must ensure that a personal service plan is developed for a resident that takes into consideration the cultural, spiritual and personal preferences of the resident.",0eubZ00000001H8QAI,"A registrant must ensure that a personal service plan is developed for a resident that takes into consideration the cultural, spiritual and personal preferences of the resident.",S 33.1.c 
Planning and Support Agreements,String,"A registrant must ensure that a personal service plan is developed within the following period after the resident starts to reside in the assisted living residence: 7 days, in the case of an assisted living residence of the Supportive Recovery class.",0eubZ00000001H9QAI,"A registrant must ensure that a personal service plan is developed within the following period after the resident starts to reside in the assisted living residence: 7 days, in the case of an assisted living residence of the Supportive Recovery class.",S 33.2.a 
Planning and Support Agreements,String,"Registrant must ensure that a resident's personal service plan is reviewed as follows and revised, if appropriate: if there is any substantial change to the nature or scope of the hospitality services or AL services being provided to the resident.",0eubZ00000001HAQAY,"Registrant must ensure that a resident's personal service plan is reviewed as follows and revised, if appropriate: if there is any substantial change to the nature or scope of the hospitality services or AL services being provided to the resident.",S 33.2.b 
Planning and Support Agreements,String,A registrant must ensure that a personal service plan is developed with the participation of the resident.,0eubZ00000001HBQAY,A registrant must ensure that a personal service plan is developed with the participation of the resident.,S 33.3.a.i 
Planning and Support Agreements,String,"A registrant must ensure that a personal service plan is developed with the participation of to the extent it is reasonably practicable to do so, the persons whom the resident requests to participate.",0eubZ00000001HCQAY,"A registrant must ensure that a personal service plan is developed with the participation of to the extent it is reasonably practicable to do so, the persons whom the resident requests to participate.",S 33.3.a.ii 
Planning and Support Agreements,String,A registrant must ensure that a personal service plan is approved by the resident.,0eubZ00000001HDQAY,A registrant must ensure that a personal service plan is approved by the resident.,S 33.3.b 
Administrative and Other Matters,String,A registrant must give to the resident a signed copy of the resident's personal service plan.,0eubZ00000001HEQAY,A registrant must give to the resident a signed copy of the resident's personal service plan.,S 33.4 
Administrative and Other Matters,String,For the purposes of subsection (5) the resident or the resident's personal representative.,0eubZ00000001HFQAY,For the purposes of subsection (5) the resident or the resident's personal representative.,S 33.5.a 
Administrative and Other Matters,String,"For the purposes of subsection (6) the registrant, the manager or a person authorized to sign personal service plans on behalf of the registrant.",0eubZ00000001HGQAY,"For the purposes of subsection (6) the registrant, the manager or a person authorized to sign personal service plans on behalf of the registrant.",S 33.5.b 
Residents' Rights,String,A registrant must ensure that a resident's personal service plan is implemented.,0eubZ00000001HHQAY,A registrant must ensure that a resident's personal service plan is implemented.,S 34.1 
Residents' Rights,String,A registrant must ensure that the implementation of a resident's personal service plan is monitored regularly to ensure that the plan is achieving its objectives.,0eubZ00000001HIQAY,A registrant must ensure that the implementation of a resident's personal service plan is monitored regularly to ensure that the plan is achieving its objectives.,S 34.2 
Residents' Rights,String,"A registrant must ensure that a resident's personal service plan is reviewed as follows and revised, if appropriate:at least monthly, in the case of an assisted living residence of the Supportive Recovery class.",0eubZ00000001HJQAY,"A registrant must ensure that a resident's personal service plan is reviewed as follows and revised, if appropriate:at least monthly, in the case of an assisted living residence of the Supportive Recovery class.",S 35.1.a 
Residents' Rights,String,"A registrant must ensure that a resident's personal service plan is reviewed as follows and revised, if appropriate:at least annually, in the case of an assisted living residence of the Mental Health or Seniors and Persons with Disabilities class.",0eubZ00000001HKQAY,"A registrant must ensure that a resident's personal service plan is reviewed as follows and revised, if appropriate:at least annually, in the case of an assisted living residence of the Mental Health or Seniors and Persons with Disabilities class.",S 35.1.b 
Residents' Rights,String,"A registrant must ensure that a resident's personal service plan is reviewed as follows and revised, if appropriate:on request of the resident.",0eubZ00000001HLQAY,"A registrant must ensure that a resident's personal service plan is reviewed as follows and revised, if appropriate:on request of the resident.",S 35.1.c 
Residents' Rights,String,"A registrant must ensure that a resident's personal service plan is reviewed as follows and revised, if appropriate:if monitoring under section 34 .2.",0eubZ00000001HMQAY,"A registrant must ensure that a resident's personal service plan is reviewed as follows and revised, if appropriate:if monitoring under section 34 .2.",S 35.1.d 
Residents' Rights,String,"A registrant must ensure that a resident's personal service plan is reviewed as follows and revised, if appropriate:if there is any substantial change tothe resident's needs or capabilities.",0eubZ00000001HNQAY,"A registrant must ensure that a resident's personal service plan is reviewed as follows and revised, if appropriate:if there is any substantial change tothe resident's needs or capabilities.",S 35.1.e.i 
Residents' Rights,String,"Registrant must ensure that a resident's personal service plan is reviewed as follows and revised, if appropriate: if there is any substantial change to the nature or scope of the hospitality services or AL services being provided to the resident.",0eubZ00000001HOQAY,"Registrant must ensure that a resident's personal service plan is reviewed as follows and revised, if appropriate: if there is any substantial change to the nature or scope of the hospitality services or AL services being provided to the resident.",S 35.1.e.ii 
Residents' Rights,String,Section 33 (3) [personal service plan] applies to the revision of a resident's personal service plan.,0eubZ00000001HPQAY,Section 33 (3) [personal service plan] applies to the revision of a resident's personal service plan.,S 35.2 
Residents' Rights,String,"On request of a resident, a registrant must give to the resident a signed copy of that resident's revised personal service plan, and section  33 (5) applies for this purpose.",0eubZ00000001HQQAY,"On request of a resident, a registrant must give to the resident a signed copy of that resident's revised personal service plan, and section  33 (5) applies for this purpose.",S 35.3 
Residents' Rights,String, A registrant must display in a prominent place in the assisted living residence a statement of the rights of residents.,0eubZ00000001HRQAY, A registrant must display in a prominent place in the assisted living residence a statement of the rights of residents.,S 36.1 
Administrative and Other Matters,String,A registrant who operates an assisted living residence of the Supportive Recovery class must make a policy describingthe types of medications that are accommodated on the premises.,0eubZ00000001HSQAY,A registrant who operates an assisted living residence of the Supportive Recovery class must make a policy describingthe types of medications that are accommodated on the premises.,S 37.1.a 
Administrative and Other Matters,String,"A registrant who operates an assisted living residence of the Supportive Recovery class must make a policy describingthe medications, if any, that are not permitted on the premises.",0eubZ00000001HTQAY,"A registrant who operates an assisted living residence of the Supportive Recovery class must make a policy describingthe medications, if any, that are not permitted on the premises.",S 37.1.b 
Residents' Rights,String,A registrant must not do any of the following unless one of the circumstances described in subsection .3intervene in the making of a personal decision by a resident or when a resident is carrying out a personal decision.,0eubZ00000001HUQAY,A registrant must not do any of the following unless one of the circumstances described in subsection .3intervene in the making of a personal decision by a resident or when a resident is carrying out a personal decision.,S 38.1.a 
Residents' Rights,String,A registrant must not do any of the following unless one of the circumstances described in subsection .4prevent a resident from carrying out a personal decision.,0eubZ00000001HVQAY,A registrant must not do any of the following unless one of the circumstances described in subsection .4prevent a resident from carrying out a personal decision.,S 38.1.b 
Residents' Rights,String,A registrant may intervene or prevent a resident from carrying out a personal decision in any of the following circumstances:there is an imminent risk of serious harm to the resident.,0eubZ00000001HWQAY,A registrant may intervene or prevent a resident from carrying out a personal decision in any of the following circumstances:there is an imminent risk of serious harm to the resident.,S 38.2.a 
Residents' Rights,String,A registrant may intervene or prevent a resident from carrying out a personal decision in any of the following circumstances:the resident may be subject to abuse within the meaning of Schedule E.,0eubZ00000001HXQAY,A registrant may intervene or prevent a resident from carrying out a personal decision in any of the following circumstances:the resident may be subject to abuse within the meaning of Schedule E.,S 38.2.b 
Residents' Rights,String,Registrant may intervene or prevent a resident from carrying out a personal decision in any of the following circumstances: the failure to intervene or to prevent the resident from carrying out the decision may jeopardize the H&S of other persons.,0eubZ00000001HYQAY,Registrant may intervene or prevent a resident from carrying out a personal decision in any of the following circumstances: the failure to intervene or to prevent the resident from carrying out the decision may jeopardize the H&S of other persons.,S 38.2.c.i 
Residents' Rights,String,A registrant may intervene or prevent a resident from carrying out a personal decision in any of the following circumstances:the failure to intervene or to prevent the resident from carrying out the decision maybe neglect within the meaning of Schedule E.,0eubZ00000001HZQAY,A registrant may intervene or prevent a resident from carrying out a personal decision in any of the following circumstances:the failure to intervene or to prevent the resident from carrying out the decision maybe neglect within the meaning of Schedule E.,S 38.2.c.ii 
Residents' Rights,String,A registrant may intervene or prevent a resident from carrying out a personal decision in any of the following circumstances:the registrant is acting in accordance with the resident's residency agreement or personal service plan.,0eubZ00000001HaQAI,A registrant may intervene or prevent a resident from carrying out a personal decision in any of the following circumstances:the registrant is acting in accordance with the resident's residency agreement or personal service plan.,S 38.2.d 
Residents' Rights,String,A registrant may intervene or prevent a resident from carrying out a personal decision in any of the following circumstances:the registrant is taking an action required or permitted under the Adult Guardianship Act or another enactment.,0eubZ00000001HbQAI,A registrant may intervene or prevent a resident from carrying out a personal decision in any of the following circumstances:the registrant is taking an action required or permitted under the Adult Guardianship Act or another enactment.,S 38.2.e 
Residents' Rights,String,"A registrant must, to the greatest extent possible while maintaining the health and safety of all residents, ensure respect for the personal privacy of each resident, including the privacy of each resident's unit, belongings and storage area.",0eubZ00000001HcQAI,"A registrant must, to the greatest extent possible while maintaining the health and safety of all residents, ensure respect for the personal privacy of each resident, including the privacy of each resident's unit, belongings and storage area.",S 39.1 
Residents' Rights,String,A registrant must not use electronic surveillance in a unit or washroom.,0eubZ00000001HdQAI,A registrant must not use electronic surveillance in a unit or washroom.,S 39.2 
Residents' Rights,String,"A registrant must do both of the following:monitor residents' health and safety, taking reasonable steps to avoid undue interference with personal privacy.",0eubZ00000001HeQAI,"A registrant must do both of the following:monitor residents' health and safety, taking reasonable steps to avoid undue interference with personal privacy.",S 40.1.a 
Residents' Rights,String,"A registrant must do both of the following:advise a resident and, if appropriate, a resident's contact person if the resident's health or safety is or may be jeopardized.",0eubZ00000001HfQAI,"A registrant must do both of the following:advise a resident and, if appropriate, a resident's contact person if the resident's health or safety is or may be jeopardized.",S 40.1.b 
Residents' Rights,String,"For greater certainty, a registrant who complies with this section does not contravene any of the following sections:section 38 [respect for personal decisions].",0eubZ00000001HgQAI,"For greater certainty, a registrant who complies with this section does not contravene any of the following sections:section 38 [respect for personal decisions].",S 40.2.a 
Residents' Rights,String,"For greater certainty, a registrant who complies with this section does not contravene any of the following sections:section 39 [respect for resident privacy].",0eubZ00000001HhQAI,"For greater certainty, a registrant who complies with this section does not contravene any of the following sections:section 39 [respect for resident privacy].",S 40.2.b 
Residents' Rights,String,"For greater certainty, a registrant who complies with this section does not contravene any of the following sections:section 61 (3) [decisions respecting health professionals or medication].",0eubZ00000001HiQAI,"For greater certainty, a registrant who complies with this section does not contravene any of the following sections:section 61 (3) [decisions respecting health professionals or medication].",S 40.2.c 
Residents' Rights,String,Registrant of MH/SN class must maintain H&S of all residents and ensure that a res may receive at any time and communicate privately with visitors of the res choice,0eubZ00000001HjQAI,Registrant of MH/SN class must maintain H&S of all residents and ensure that a res may receive at any time and communicate privately with visitors of the res choice,S 41.1 
Administrative and Other Matters,String,"A registrant who operates an assisted living residence of the Supportive Recovery class must make a policy respecting visitation by and communication with non-residents, including any restrictions on these activities.",0eubZ00000001HkQAI,"A registrant who operates an assisted living residence of the Supportive Recovery class must make a policy respecting visitation by and communication with non-residents, including any restrictions on these activities.",S 41.2 
Residents' Rights,String,A registrant who operates an assisted living residence of the Mental Health or Seniors and Persons with Disabilities class must survey all residents to determine resident satisfaction with the operation of the assisted living residence,0eubZ00000001HlQAI,A registrant who operates an assisted living residence of the Mental Health or Seniors and Persons with Disabilities class must survey all residents to determine resident satisfaction with the operation of the assisted living residence,S 42.1.a 
Residents' Rights,String,A registrant who operates an assisted living residence of the Mental Health or Seniors and Persons with Disabilities class must survey all residents to determine resident satisfaction with the provision of hospitality services and assisted living services,0eubZ00000001HmQAI,A registrant who operates an assisted living residence of the Mental Health or Seniors and Persons with Disabilities class must survey all residents to determine resident satisfaction with the provision of hospitality services and assisted living services,S 42.1.b 
Administrative and Other Matters,String,A registrant must make a record describing the findings of the survey,0eubZ00000001HnQAI,A registrant must make a record describing the findings of the survey,S 42.2 
Administrative and Other Matters,String,"A registrant must make a policy describing how residents and their contact persons and personal representatives, may bring a concern or make a complaint to the registrant about any matter relevant to the operation of the assisted living residence",0eubZ00000001HoQAI,"A registrant must make a policy describing how residents and their contact persons and personal representatives, may bring a concern or make a complaint to the registrant about any matter relevant to the operation of the assisted living residence",S 43.1.a.i 
Administrative and Other Matters,String,Registrant must make a policy on how residents and their contact persons and personal Rep may bring a concern or make a complaint to the registrant about any matter relevant to the provision of hospitality services and assisted living services,0eubZ00000001HpQAI,Registrant must make a policy on how residents and their contact persons and personal Rep may bring a concern or make a complaint to the registrant about any matter relevant to the provision of hospitality services and assisted living services,S 43.1.a.ii 
Administrative and Other Matters,String,"A registrant must make a policy describing how residents and their contact persons and personal representatives, may bring a concern or make a complaint to the registrant about any matter relevant tothe implementation of their residency agreements",0eubZ00000001HqQAI,"A registrant must make a policy describing how residents and their contact persons and personal representatives, may bring a concern or make a complaint to the registrant about any matter relevant tothe implementation of their residency agreements",S 43.1.a.iii 
Administrative and Other Matters,String,"A registrant must make a policy describing how concerns will be addressed and complaints will be resolved in a fair, timely and effective manner",0eubZ00000001HrQAI,"A registrant must make a policy describing how concerns will be addressed and complaints will be resolved in a fair, timely and effective manner",S 43.1.b 
Residents' Rights,String,A registrant must display in a prominent place in the assisted living residence the information described in section 31 (3) (b) [residency agreement] respecting complaints to the registrar.,0eubZ00000001HsQAI,A registrant must display in a prominent place in the assisted living residence the information described in section 31 (3) (b) [residency agreement] respecting complaints to the registrar.,S 43.2 
Residents' Rights,String,"If a concern is brought or a complaint is made to the registrant, the registrant must  make reasonable attempts to address the concern or resolve the complaint",0eubZ00000001HtQAI,"If a concern is brought or a complaint is made to the registrant, the registrant must  make reasonable attempts to address the concern or resolve the complaint",S 43.3.a 
Administrative and Other Matters,String,"If a concern is brought or a complaint is made to the registrant, the registrant must make a record of the concern or complaint and the actions taken under paragraph",0eubZ00000001HuQAI,"If a concern is brought or a complaint is made to the registrant, the registrant must make a record of the concern or complaint and the actions taken under paragraph",S 43.3.b 
Residents' Rights,String,"A registrant must ensure that a resident is not subject to  interference or obstruction, including by intimidation, if the resident wishes or attempts to contact the registrar to make a complain",0eubZ00000001HvQAI,"A registrant must ensure that a resident is not subject to  interference or obstruction, including by intimidation, if the resident wishes or attempts to contact the registrar to make a complain",S 43.4.a 
Residents' Rights,String,"A registrant must ensure that a resident is not subject to retaliation as a result of concerns brought or complaints made to the registrant, or complaints made to the registrar.",0eubZ00000001HwQAI,"A registrant must ensure that a resident is not subject to retaliation as a result of concerns brought or complaints made to the registrant, or complaints made to the registrar.",S 43.4.b 
Administrative and Other Matters,String,A registrant must make a policy describing the procedures to be followedto determine if a resident may no longer reside in the assisted living residence.,0eubZ00000001HxQAI,A registrant must make a policy describing the procedures to be followedto determine if a resident may no longer reside in the assisted living residence.,S 44.1.a 
Administrative and Other Matters,String,A registrant must make a policy describing the procedures to be followedto end the resident's residency.,0eubZ00000001HyQAI,A registrant must make a policy describing the procedures to be followedto end the resident's residency.,S 44.1.b 
Planning and Support Agreements,String,"Registrant must not end residency if resident is unable to make decisions to live safely, unless the registrant ensures assessment of decision-making capacity before ending the resident's residency, by a health professional referred to in subsection.3",0eubZ00000001HzQAI,"Registrant must not end residency if resident is unable to make decisions to live safely, unless the registrant ensures assessment of decision-making capacity before ending the resident's residency, by a health professional referred to in subsection.3",S 44.2.a 
Administrative and Other Matters,String,"Registrant must not end a resident's residency on the basis that the resident is unable to make, on their own behalf, decisions that are necessary to live safely, unless the registrant keeps a record of the results of the assessment.",0eubZ00000001I0QAI,"Registrant must not end a resident's residency on the basis that the resident is unable to make, on their own behalf, decisions that are necessary to live safely, unless the registrant keeps a record of the results of the assessment.",S 44.2.b 
Administrative and Other Matters,String,"Registrant must not end residency on the basis that the resident is unable to make own decisions necessary to live safely, unless the registrant ensures that the resident  & the resident's contact person and personal rep if any, have a copy of the record.",0eubZ00000001I1QAI,"Registrant must not end residency on the basis that the resident is unable to make own decisions necessary to live safely, unless the registrant ensures that the resident  & the resident's contact person and personal rep if any, have a copy of the record.",S 44.2.c 
Planning and Support Agreements,String,The following are health professionals for the purposes of subsection .3medical practitioners.,0eubZ00000001I2QAI,The following are health professionals for the purposes of subsection .3medical practitioners.,S 44.3.a 
Planning and Support Agreements,String,The following are health professionals for the purposes of subsection .5registrants of the British Columbia College of Nurses and Midwives who are subject tothe Nurses (Registered) and Nurse Practitioners Regulation.,0eubZ00000001I3QAI,The following are health professionals for the purposes of subsection .5registrants of the British Columbia College of Nurses and Midwives who are subject tothe Nurses (Registered) and Nurse Practitioners Regulation.,S 44.3.b.i 
Planning and Support Agreements,String,The following are health professionals for the purposes of subsection .6registrants of the British Columbia College of Nurses and Midwives who are subject tothe Nurses (Registered Psychiatric) Regulation.,0eubZ00000001I4QAI,The following are health professionals for the purposes of subsection .6registrants of the British Columbia College of Nurses and Midwives who are subject tothe Nurses (Registered Psychiatric) Regulation.,S 44.3.b.ii 
Planning and Support Agreements,String,The following are health professionals for the purposes of subsection .7registrants of the British Columbia College of Social Workers.,0eubZ00000001I5QAI,The following are health professionals for the purposes of subsection .7registrants of the British Columbia College of Social Workers.,S 44.3.c 
Planning and Support Agreements,String,The following are health professionals for the purposes of subsection .8registrants of the College of Occupational Therapists of British Columbia.,0eubZ00000001I6QAI,The following are health professionals for the purposes of subsection .8registrants of the College of Occupational Therapists of British Columbia.,S 44.3.d 
Planning and Support Agreements,String,The following are health professionals for the purposes of subsection .9registrants of the College of Psychologists of British Columbia.,0eubZ00000001I7QAI,The following are health professionals for the purposes of subsection .9registrants of the College of Psychologists of British Columbia.,S 44.3.e 
Planning and Support Agreements,String,"Registrant must develop transition plan for ending a resident's residency when needs & capabilities change, resident requires care or is no longer allowed, under section 26.1 [persons not allowed to reside in AL residence] of the Act, to reside in the AL",0eubZ00000001I8QAI,"Registrant must develop transition plan for ending a resident's residency when needs & capabilities change, resident requires care or is no longer allowed, under section 26.1 [persons not allowed to reside in AL residence] of the Act, to reside in the AL",S 45.1.a 
Planning and Support Agreements,String,A registrant must ensure that a transition plan is developed for a resident that provides for ending a resident's residency if any of the following circumstances occur:the resident no longer requires assisted living services.,0eubZ00000001I9QAI,A registrant must ensure that a transition plan is developed for a resident that provides for ending a resident's residency if any of the following circumstances occur:the resident no longer requires assisted living services.,S 45.1.b 
Planning and Support Agreements,String,A registrant must ensure that a transition plan is developed for a resident that provides for ending a resident's residency if any of the following circumstances occur:the resident expresses an intention to end the resident's residency.,0eubZ00000001IAQAY,A registrant must ensure that a transition plan is developed for a resident that provides for ending a resident's residency if any of the following circumstances occur:the resident expresses an intention to end the resident's residency.,S 45.1.c 
Planning and Support Agreements,String,Registrant must develop a transition plan that provides for ending a resident's residency if the resident resides in an AL residence of the SU class and chooses to use a med that is not permitted under the med policy of the AL residence.,0eubZ00000001IBQAY,Registrant must develop a transition plan that provides for ending a resident's residency if the resident resides in an AL residence of the SU class and chooses to use a med that is not permitted under the med policy of the AL residence.,S 45.1.d 
Health and Safety,String,"A registrant must ensure that a transition plan describes all of the following:when and by whom the resident will be moved out of the assisted living residence, and, if known, where the resident will be moved to.",0eubZ00000001ICQAY,"A registrant must ensure that a transition plan describes all of the following:when and by whom the resident will be moved out of the assisted living residence, and, if known, where the resident will be moved to.",S 45.2.a 
Health and Safety,String,"Registrant must ensure transition plan describes how any risks to the H&S of the resident will be minimized before, during & after the move, including any changes to the AL services that will be provided to the resident while awaiting the move.",0eubZ00000001IDQAY,"Registrant must ensure transition plan describes how any risks to the H&S of the resident will be minimized before, during & after the move, including any changes to the AL services that will be provided to the resident while awaiting the move.",S 45.2.b.i 
Health and Safety,String,"Registrant must ensure transition plan describes risks to H&S of resident will be minimized before, during & after the move, & of an AL res of SU class, info or referrals re access to housing supports, pro hlth services & social services after the move.",0eubZ00000001IEQAY,"Registrant must ensure transition plan describes risks to H&S of resident will be minimized before, during & after the move, & of an AL res of SU class, info or referrals re access to housing supports, pro hlth services & social services after the move.",S 45.2.b.ii 
Residents' Rights,String,A registrant must ensure that a transition plan is developed with the participation ofthe resident.,0eubZ00000001IFQAY,A registrant must ensure that a transition plan is developed with the participation ofthe resident.,S 45.3.a 
Residents' Rights,String,"A registrant must ensure that a transition plan is developed with the participation ofif the resident is the beneficiary of a funding program and to the extent it is reasonably practical to do so, a representative of the funding program.",0eubZ00000001IGQAY,"A registrant must ensure that a transition plan is developed with the participation ofif the resident is the beneficiary of a funding program and to the extent it is reasonably practical to do so, a representative of the funding program.",S 45.3.b 
Residents' Rights,String,"A registrant must ensure that a transition plan is developed with the participation ofone or more of the following, if and as requested by the resident and to the extent it is reasonably practical to do so:the resident's contact person.",0eubZ00000001IHQAY,"A registrant must ensure that a transition plan is developed with the participation ofone or more of the following, if and as requested by the resident and to the extent it is reasonably practical to do so:the resident's contact person.",S 45.3.c.i 
Residents' Rights,String,"A registrant must ensure that a transition plan is developed with the participation ofone or more of the following, if and as requested by the resident and to the extent it is reasonably practical to do so:the resident's personal representative, if any.",0eubZ00000001IIQAY,"A registrant must ensure that a transition plan is developed with the participation ofone or more of the following, if and as requested by the resident and to the extent it is reasonably practical to do so:the resident's personal representative, if any.",S 45.3.c.ii 
Residents' Rights,String,"Registrant must ensure that a transition plan is developed with the participation of one or more, if & as requested by the resident & to the extent reasonably practical to do so: the resident's med prac, nurse prac, or other appropriate hlth professional.",0eubZ00000001IJQAY,"Registrant must ensure that a transition plan is developed with the participation of one or more, if & as requested by the resident & to the extent reasonably practical to do so: the resident's med prac, nurse prac, or other appropriate hlth professional.",S 45.3.c.iii 
Administrative and Other Matters,String,"If residency ends unexpectedly, i.e. abandons the AL residence or required to leave under terms of resident's res agreement, a registrant must notify person's contact & if the person is the beneficiary of a funding program, a rep of the funding program.",0eubZ00000001IKQAY,"If residency ends unexpectedly, i.e. abandons the AL residence or required to leave under terms of resident's res agreement, a registrant must notify person's contact & if the person is the beneficiary of a funding program, a rep of the funding program.",S 46.1.a 
Administrative and Other Matters,String,"If residency ends unexpectedly, i.e. abandons the AL residence or required to leave (terms of resident's res agreement) a registrant must unless not practicable provide the person info re access to housing supports, pro hlth services & social services.",0eubZ00000001ILQAY,"If residency ends unexpectedly, i.e. abandons the AL residence or required to leave (terms of resident's res agreement) a registrant must unless not practicable provide the person info re access to housing supports, pro hlth services & social services.",S 46.1.b.i 
Administrative and Other Matters,String,"If residency ends unexpectedly ,i.e. resident abandons the AL residence or required to leave under the terms of the res agreement, a registrant must unless not practicable provide a personal naloxone kit if  person is at risk of experiencing an opioid OD",0eubZ00000001IMQAY,"If residency ends unexpectedly ,i.e. resident abandons the AL residence or required to leave under the terms of the res agreement, a registrant must unless not practicable provide a personal naloxone kit if  person is at risk of experiencing an opioid OD",S 46.1.b.ii 
Administrative and Other Matters,String,"If residency ends unexpectedly ,i.e. resident abandons the AL residence or required to leave under the terms of the res agreement, a registrant must as practicable make a record of the event and of the actions taken under paragraphs .a.",0eubZ00000001INQAY,"If residency ends unexpectedly ,i.e. resident abandons the AL residence or required to leave under the terms of the res agreement, a registrant must as practicable make a record of the event and of the actions taken under paragraphs .a.",S 46.1.c 
Administrative and Other Matters,String,A registrant must make a plan describing the procedures to be followed topromote general health and hygiene amongst residents.,0eubZ00000001IOQAY,A registrant must make a plan describing the procedures to be followed topromote general health and hygiene amongst residents.,S 47.1.a 
Administrative and Other Matters,String,A registrant must make a plan describing the procedures to be followed toprevent the spread of infectious disease in the assisted living residence.,0eubZ00000001IPQAY,A registrant must make a plan describing the procedures to be followed toprevent the spread of infectious disease in the assisted living residence.,S 47.1.b 
Health and Safety,String,"activated e-cig""TVPCA""canna""CCLA""e-cig""TVPCA ""med canna CCLA""ReAct""(a)activity that is a rcon;(b)gr/storage of canna;""rcon""(a)to smk/use tobac/hold lighted tobac;(b)use e-cig/hold activated e-cig;(c)smk/vape canna;""smk/vape canna s.60CCLA""tobac""TVPCA",0eubZ00000001IQQAY,"activated e-cig""TVPCA""canna""CCLA""e-cig""TVPCA ""med canna CCLA""ReAct""(a)activity that is a rcon;(b)gr/storage of canna;""rcon""(a)to smk/use tobac/hold lighted tobac;(b)use e-cig/hold activated e-cig;(c)smk/vape canna;""smk/vape canna s.60CCLA""tobac""TVPCA",S 48.1 
Health and Safety,String,A registrant must ensure thatno one other than a resident engages in a restricted activity while on the premises of the assisted living residence.,0eubZ00000001IRQAY,A registrant must ensure thatno one other than a resident engages in a restricted activity while on the premises of the assisted living residence.,S 48.2.a 
Health and Safety,String,A registrant must ensure thatemployees do not engage in restricted consumption while providing services to residents.,0eubZ00000001ISQAY,A registrant must ensure thatemployees do not engage in restricted consumption while providing services to residents.,S 48.2.b 
Health and Safety,String,"A registrant must ensure thatif necessary for the safety of the resident, a resident who engages in restricted consumption is supervised.",0eubZ00000001ITQAY,"A registrant must ensure thatif necessary for the safety of the resident, a resident who engages in restricted consumption is supervised.",S 48.2.c 
Administrative and Other Matters,String,"A registrant must make a policy respecting all of the following:the engagement by residents in restricted activities, other than the consumption of medical cannabis, on the premises.",0eubZ00000001IUQAY,"A registrant must make a policy respecting all of the following:the engagement by residents in restricted activities, other than the consumption of medical cannabis, on the premises.",S 48.3.a 
Administrative and Other Matters,String,"A registrant must make a policy respecting all of the following:the possession and disposal by anyone of tobacco, e-cigarettes and cannabis, other than medical cannabis, on the premises.",0eubZ00000001IVQAY,"A registrant must make a policy respecting all of the following:the possession and disposal by anyone of tobacco, e-cigarettes and cannabis, other than medical cannabis, on the premises.",S 48.3.b 
Administrative and Other Matters,String,A registrant must ensure that the policy required under subsection .4includes any restrictions on those activities on the premises.,0eubZ00000001IWQAY,A registrant must ensure that the policy required under subsection .4includes any restrictions on those activities on the premises.,S 48.4.a 
Administrative and Other Matters,String,"A registrant must ensure that the policy required under subsection .5is consistent with the prohibitions and restrictions under the Cannabis Control and Licensing Act or the Tobacco and Vapour Products Control Act, as applicable.",0eubZ00000001IXQAY,"A registrant must ensure that the policy required under subsection .5is consistent with the prohibitions and restrictions under the Cannabis Control and Licensing Act or the Tobacco and Vapour Products Control Act, as applicable.",S 48.4.b 
Health and Safety,String,"In this section, ""FOODSAFE certificate"" means a certificate, issued by a health officer within the meaning of the Public Health Act, evidencing the successful completion of the food handler training program known as FOODSAFE or its equivalent.",0eubZ00000001IYQAY,"In this section, ""FOODSAFE certificate"" means a certificate, issued by a health officer within the meaning of the Public Health Act, evidencing the successful completion of the food handler training program known as FOODSAFE or its equivalent.",S 49.1 
